商户编号,商户全称,商户简称,区域,商户地址,所属商圈编号,所属商圈名称,所属银行机构代码,商户机构代码,商户上架状态,省域,Qr Code,活动编号,城市,Sub Mer ID,Account Type,Shops Aptitude,组织机构表 → 总行标识,组织机构表 → 系统机构号,组织机构表 → 行政区划号,组织机构表 → 行名称,组织机构表 → 省域,组织机构表 → 城市,组织机构表 → 分行级别
2282,长沙艾墨电子商务有限公司,长沙艾墨电子商务有限公司,雨花区,长沙市雨花区梓园路82号10栋401号,44,宁波得力,189999,91430111MA4LDB1K47,soldOut,湖南省,MTYxODQ2NzY3MDYxNw==,,长沙市,0291430111MA4LDB1K47,401,91430111MA4LDB1K47,ABC,189999,430000,湖南,湖南省,,1
2283,祁东县顺兴文具用品批发部,祁东县顺兴文具用品批发部,祁东县,湖南省衡阳市祁东县中心市场,44,宁波得力,189999,92430426MA4M1E7U8D,ing,湖南省,MTYxODQ2NzY4MDY3Mg==,,衡阳市,0292430426MA4M1E7U8D,401,92430426MA4M1E7U8D,ABC,189999,430000,湖南,湖南省,,1
2284,耒阳市励成文体商贸有限公司,耒阳市励成文体商贸有限公司,耒阳市,湖南省衡阳市耒阳县五梅路427,44,宁波得力,189999,91430481MA4LRKGT46,soldOut,湖南省,MTYxODQ2NzY5MDcyOA==,,衡阳市,0291430481MA4LRKGT46,401,91430481MA4LRKGT46,ABC,189999,430000,湖南,湖南省,,1
2285,尹智林,尹智林,常宁市,湖南省衡阳市常宁县劳动北路与群英路交叉口,44,宁波得力,189999,4.30483E+14,soldOut,湖南省,MTYxODQ2NzcwMDc4NA==,,衡阳市,2.43048E+15,401,4.30483E+14,ABC,189999,430000,湖南,湖南省,,1
2286,无锡兆颐祥科技有限公司,无锡兆颐祥科技有限公司,耒阳市,湖南省衡阳市耒阳县金阳东路203号,44,宁波得力,189999,92430481MA4NH2UX41,ing,湖南省,MTYxODQ2NzcxMDgzNA==,,衡阳市,0292430481MA4NH2UX41,601,92430481MA4NH2UX41,ABC,189999,430000,湖南,湖南省,,1
2287,常宁市云上商贸有限公司,常宁市云上商贸有限公司,常宁市,湖南省衡阳市常宁县宜水西路,44,宁波得力,189999,91430482MA4RQB8P6M,ing,湖南省,MTYxODQ2NzcyMDg5MQ==,,衡阳市,0291430482MA4RQB8P6M,601,91430482MA4RQB8P6M,ABC,189999,430000,湖南,湖南省,,1
2288,衡阳市京诗湘文体用品有限公司,衡阳市京诗湘文体用品有限公司,珠晖区,湖南省衡阳市珠晖区太平洋市场2楼1,44,宁波得力,189999,91430405567686373J,ing,湖南省,MTYxODQ2NzczMDkzOQ==,,衡阳市,0291430405567686373J,601,91430405567686373J,ABC,189999,430000,湖南,湖南省,,1
2289,怀化悦诚办公设备有限公司,怀化悦诚办公设备有限公司,鹤城区,怀化市鹤城区红星路福兴数码广场2楼A19号,44,宁波得力,189999,9.14312E+17,ing,湖南省,MTYxODQ2Nzc0MDk5Ng==,,怀化市,2.91431E+18,601,9.14312E+17,ABC,189999,430000,湖南,湖南省,,1
2290,靖州县天使之翼文体批发,靖州县天使之翼文体批发,靖州苗族侗族自治县,湖南省怀化市靖州苗族侗族自治县靖宝市场6栋A面13号,44,宁波得力,189999,92431229MA4P0N7T1B,ing,湖南省,MTYxODQ2Nzc1MTA1Mg==,,怀化市,0292431229MA4P0N7T1B,401,92431229MA4P0N7T1B,ABC,189999,430000,湖南,湖南省,,1
2291,怀化市湘锐科贸有限公司,怀化市湘锐科贸有限公司,鹤城区,怀化市鹤城区迎丰中路（银河电脑城二楼E11-E12号）,44,宁波得力,189999,91431200689534730R,ing,湖南省,MTYxODQ2Nzc2MTEyNg==,,怀化市,0291431200689534730R,601,91431200689534730R,ABC,189999,430000,湖南,湖南省,,1
2292,怀化金悦科技发展有限公司,怀化金悦科技发展有限公司,鹤城区,怀化市鹤城区迎丰中路50号银河电脑城24号,44,宁波得力,189999,91431200670798162P,ing,湖南省,MTYxODQ2Nzc3MTE4NA==,,怀化市,0291431200670798162P,601,91431200670798162P,ABC,189999,430000,湖南,湖南省,,1
2293,金佰腾电子,金佰腾电子,芙蓉区,长沙市国储电脑城1907号,44,宁波得力,189999,91430102MA4PDHN78G,ing,湖南省,MTYxODQ2Nzc4MTIzNw==,,长沙市,0291430102MA4PDHN78G,401,91430102MA4PDHN78G,ABC,189999,430000,湖南,湖南省,,1
2294,株洲市震云贸易有限责任公司,株洲市震云贸易有限责任公司,芦淞区,湖南省株洲市芦淞区解放街建宁购物公园时代广场102号B室,44,宁波得力,189999,91430203072644286W,ing,湖南省,MTYxODQ2Nzc5MTI4Ng==,,株洲市,0291430203072644286W,601,91430203072644286W,ABC,189999,430000,湖南,湖南省,,1
2295,木心商贸,木心商贸,渌口区,湖南省株洲市渌口区渌口镇南江南路67号,44,宁波得力,189999,91430221MA4RELBY09,ing,湖南省,MTYxODQ2NzgwMTM2Mw==,,株洲市,0291430221MA4RELBY09,401,91430221MA4RELBY09,ABC,189999,430000,湖南,湖南省,,1
2296,亿力螺丝,亿力螺丝,石峰区,株洲市石峰区五金机电大市场商贸街3-4号,44,宁波得力,189999,9.14302E+17,ing,湖南省,MTYxODQ2NzgxMTQxNg==,,株洲市,2.9143E+18,401,9.14302E+17,ABC,189999,430000,湖南,湖南省,,1
2297,湖南航铁工贸有限公司,湖南航铁工贸有限公司,芦淞区,湖南省株洲市芦淞区建设南路338号汉华国际商业城B栋2712号,44,宁波得力,189999,91430203MA4Q936X3Y,ing,湖南省,MTYxODQ2NzgyMTQ3Mw==,,株洲市,0291430203MA4Q936X3Y,601,91430203MA4Q936X3Y,ABC,189999,430000,湖南,湖南省,,1
2298,株洲市英华文贸有限责任公司,株洲市英华文贸有限责任公司,荷塘区,株洲市新华西路38号,44,宁波得力,189999,91430200184291251F,ing,湖南省,MTYxODQ2NzgzMTUzNQ==,,株洲市,0291430200184291251F,601,91430200184291251F,ABC,189999,430000,湖南,湖南省,,1
2299,湖南星之昱文化用品有限公司,湖南星之昱文化用品有限公司,开福区,长沙市开福区秀峰街道楚家湖路83号塞兰雅园第二幢12层1206号房,44,宁波得力,189999,91430105MA4LGT2C07,soldOut,湖南省,MTYxODQ2Nzg0MTU5Mg==,,长沙市,0291430105MA4LGT2C07,401,91430105MA4LGT2C07,ABC,189999,430000,湖南,湖南省,,1
2300,益阳精瑞数码科技有限责任公司,益阳精瑞数码科技有限责任公司,赫山区,益阳市赫山区华海3C数码广场,44,宁波得力,189999,91430900053851554N,ing,湖南省,MTYxODQ2Nzg1MTY0Mg==,,益阳市,0291430900053851554N,601,91430900053851554N,ABC,189999,430000,湖南,湖南省,,1
2301,益阳应龙文体有限公司,益阳应龙文体有限公司,赫山区,益阳市赫山区秀峰西路755号,44,宁波得力,189999,91430900MA4PB0AC9N,ing,湖南省,MTYxODQ2Nzg2MTcwNA==,,益阳市,0291430900MA4PB0AC9N,601,91430900MA4PB0AC9N,ABC,189999,430000,湖南,湖南省,,1
2302,安化文轩办公用品行,安化文轩办公用品行,安化县,安化县东坪镇建设社区梅山路117号,44,宁波得力,189999,91430923MA4R0KW23K,ing,湖南省,MTYxODQ2Nzg3MTc1Nw==,,益阳市,0291430923MA4R0KW23K,601,91430923MA4R0KW23K,ABC,189999,430000,湖南,湖南省,,1
2303,日升文体,日升文体,南县,南县南洲镇西河街8号,44,宁波得力,189999,92430921MA4RUREL7F,ing,湖南省,MTYxODQ2Nzg4MTgxMw==,,益阳市,0292430921MA4RUREL7F,401,92430921MA4RUREL7F,ABC,189999,430000,湖南,湖南省,,1
2304,株洲融创信息技术有限公司,株洲融创信息技术有限公司,芦淞区,株洲市卢淞区太子路10号佳诚时代广场E栋(金玉阁)1511号,44,宁波得力,189999,91430203MA4L41Q89J,ing,湖南省,MTYxODQ2Nzg5MTg4Mw==,,株洲市,0291430203MA4L41Q89J,601,91430203MA4L41Q89J,ABC,189999,430000,湖南,湖南省,,1
2305,双峰县德力佳文具店,双峰县德力佳文具店,双峰县,娄底市双峰县永丰镇艺芳路,44,宁波得力,189999,92431321MA4PJAT02M,ing,湖南省,MTYxODQ2NzkwMTk0Mg==,,娄底市,0292431321MA4PJAT02M,401,92431321MA4PJAT02M,ABC,189999,430000,湖南,湖南省,,1
1887,辽源市龙山区博维文化办公用品商店,辽源市龙山区博维文化办公用品商店,龙山区,吉林省辽源市龙山区济康路77号,44,宁波得力,79999,92220402MA15BBNN8Y,ing,吉林省,MTYxNzcxMDYyMTM4MQ==,,辽源市,0292220402MA15BBNN8Y,401,92220402MA15BBNN8Y,ABC,79999,220000,吉林,吉林省,,1
1888,梅河口市新世界商城陈英日用百货文化摊床,梅河口市新世界商城陈英日用百货文化摊床,梅河口市,吉林省通化市梅河口市新世界文化办公用品门市,44,宁波得力,79999,92220581L1924979X7,ing,吉林省,MTYxNzcxMDYzMTg2NQ==,,通化市,0292220581L1924979X7,401,92220581L1924979X7,ABC,79999,220000,吉林,吉林省,,1
1894,徐州经济技术开发区天添来文具店,城置花园得力文具店,贾汪区,金山桥开发区徐海路北汉源大道,44,宁波得力,109999,92320301MA1NNLYLON,ing,江苏省,MTYxNzcxMDY5NDc5Ng==,,徐州市,0292320301MA1NNLYLON,401,92320301MA1NNLYLON,ABC,109999,320000,江苏,江苏省,,1
1895,鼓楼区晨迪办公文具经营部,晨迪办公文具,鼓楼区,鼓楼区,44,宁波得力,109999,92320302MA202PC57D,ing,江苏省,MTYxNzcxMDcwNTI1Mg==,,徐州市,0292320302MA202PC57D,401,92320302MA202PC57D,ABC,109999,320000,江苏,江苏省,,1
1896,云龙区初晓百货店,和平上东得力加盟店,云龙区,云龙区,44,宁波得力,109999,92320303MA1YEDE51G,ing,江苏省,MTYxNzcxMDcxNTcxMQ==,,徐州市,0292320303MA1YEDE51G,401,92320303MA1YEDE51G,ABC,109999,320000,江苏,江苏省,,1
1897,泉山区新一代文具店,新一代文具店,泉山区,泉山区,44,宁波得力,109999,92320311MA1N3FLB0W,ing,江苏省,MTYxNzcxMDcyNjE3MA==,,徐州市,0292320311MA1N3FLB0W,401,92320311MA1N3FLB0W,ABC,109999,320000,江苏,江苏省,,1
1898,泉山区一鸣文具店,一鸣文具店,泉山区,泉山区,44,宁波得力,109999,92320311MA21KRWU38,ing,江苏省,MTYxNzcxMDczNjYzNA==,,徐州市,0292320311MA21KRWU38,401,92320311MA21KRWU38,ABC,109999,320000,江苏,江苏省,,1
1899,铜山区晓健书店,晓健书店,铜山区,铜山区,44,宁波得力,109999,92320312MA1RKYUB6M,ing,江苏省,MTYxNzcxMDc0NzA5NA==,,徐州市,0292320312MA1RKYUB6M,401,92320312MA1RKYUB6M,ABC,109999,320000,江苏,江苏省,,1
1900,沛县沛城名扬文具用品店,名扬办公,沛县,沛县新庄路,44,宁波得力,109999,92320322MA1RJ5G450,ing,江苏省,MTYxNzcxMDc1NzU1MA==,,徐州市,0292320322MA1RJ5G450,401,92320322MA1RJ5G450,ABC,109999,320000,江苏,江苏省,,1
1901,沛县司展文具用品店,得力文具,沛县,东风西路计经委综合楼门面房8号,44,宁波得力,109999,92320322MA22E51D50,soldOut,江苏省,MTYxNzcxMDc2ODAxNA==,,徐州市,0292320322MA22E51D50,401,92320322MA22E51D50,ABC,109999,320000,江苏,江苏省,,1
1902,邳州市晨轩文具店,晨轩文具,邳州市,铁富镇于家村街道,44,宁波得力,109999,92320382MA1Y66QD0B,ing,江苏省,MTYxNzcxMDc3ODQ3Nw==,,徐州市,0292320382MA1Y66QD0B,401,92320382MA1Y66QD0B,ABC,109999,320000,江苏,江苏省,,1
1903,常州市天宁区文海书店,文海书店,天宁区,红梅街道红梅西村66幢80号,44,宁波得力,109999,92320402MA1THB7R3Q,ing,江苏省,MTYxNzcxMDc4ODkxMQ==,,常州市,0292320402MA1THB7R3Q,401,92320402MA1THB7R3Q,ABC,109999,320000,江苏,江苏省,,1
1904,高新区通安善思书店,善思书店,,通安镇通锡路12号,44,宁波得力,109999,92320505MA21YHMW5P,ing,江苏省,MTYxNzcxMDc5OTM3Mw==,,南通市,0292320505MA21YHMW5P,401,92320505MA21YHMW5P,ABC,109999,320000,江苏,江苏省,,1
1916,海门市任发文化用品经营部,海书文体,海门区,江苏省南通市海门区人民西路160号,44,宁波得力,109999,92320684MA1RYEWF3G,ing,江苏省,MTYxNzcxMDkyNDg3Nw==,,南通市,0292320684MA1RYEWF3G,601,92320684MA1RYEWF3G,ABC,109999,320000,江苏,江苏省,,1
1917,广陵区彤文办公耗材经营部,广陵区彤文办公耗材经营部,广陵区,文昌中路247号,44,宁波得力,109999,92321002MA1XQEYA7K,ing,江苏省,MTYxNzcxMDkzNTMwNw==,,扬州市,0292321002MA1XQEYA7K,601,92321002MA1XQEYA7K,ABC,109999,320000,江苏,江苏省,,1
1918,宝应县安宜镇精典文体用品店,宝应县安宜镇精典文体用品店,宝应县,宝应县安宜东路96号审计局门市,44,宁波得力,109999,92321023MA1Q3U406E,ing,江苏省,MTYxNzcxMDk0NTc2NA==,,扬州市,0292321023MA1Q3U406E,601,92321023MA1Q3U406E,ABC,109999,320000,江苏,江苏省,,1
1919,京口区成长书店,京口区成长书店,,江苏省镇江市京口区谏壁镇谏壁中心小学对面,44,,109999,92321102MA1UFL996X,soldOut,江苏省,MTYxNzcxMDk1NjIyNw==,,镇江市,0292321102MA1UFL996X(1),401,92321102MA1UFL996X,ABC,109999,320000,江苏,江苏省,,1
1922,镇江市京口翔龙贝尔文体用品商店,镇江市京口翔龙贝尔文体用品商店,,江苏省镇江市京口区学府商业中心,44,,109999,92321102MA1Y817C97,ing,江苏省,MTYxNzcxMDk4NzYwMQ==,,镇江市,0292321102MA1Y817C97 (1) ,401,92321102MA1Y817C97,ABC,109999,320000,江苏,江苏省,,1
1923,京口区佳文办公用品经营部,佳文办公,京口区,镇江市京口区学府路恒美小学对面,44,宁波得力,109999,92321102MA210R6B3Q,soldOut,江苏省,MTYxNzcxMDk5ODA2MQ==,,镇江市,0292321102MA210R6B3Q,601,92321102MA210R6B3Q,ABC,109999,320000,江苏,江苏省,,1
1924,镇江市润州区康之丰建筑装饰材料经营部,博士有成专卖,润州区,镇江市润州区润州路9-14号,44,宁波得力,109999,92321111MA210DAA2M,ing,江苏省,MTYxNzcxMTAwODUyNA==,,镇江市,0292321111MA210DAA2M,601,92321111MA210DAA2M,ABC,109999,320000,江苏,江苏省,,1
1925,镇江新区大港欣航办公用品经营部,远东文具,京口区,镇江市京口区赵声路远东文具,44,宁波得力,109999,91110117057377941Q,soldOut,江苏省,MTYxNzcxMTAxODk4Ng==,,镇江市,0292321191MA1ULMXL29,601,91110117057377941Q,ABC,109999,320000,江苏,江苏省,,1
1926,镇江高新区毛毛虫绘本馆,毛毛虫绘本馆,润州区,镇江高新区美的城一区6栋0105,44,宁波得力,109999,92321192MA21TBK31K,ing,江苏省,MTYxNzcxMTAyOTQxOQ==,,镇江市,0292321192MA21TBK31K,601,92321192MA21TBK31K,ABC,109999,320000,江苏,江苏省,,1
1927,沭阳县丁梦思办公用品经营部,丁梦思办公,沭阳县,沭阳县商贸批发中心11幢201室,44,宁波得力,109999,92321322MA22GCKC8W,ing,江苏省,MTYxNzcxMTAzOTg4MA==,,宿迁市,0292321322MA22GCKC8W,601,92321322MA22GCKC8W,ABC,109999,320000,江苏,江苏省,,1
2085,徐州市国美商贸有限公司,得力办公,,金山桥碧螺山3#区A1号楼1层103室,44,宁波得力,109999,91320301730700113M,ing,江苏省,MTYxNzc2MTEzMDA3NQ==,,徐州市,0291320301730700113M,601,91320301730700113M,ABC,109999,320000,江苏,江苏省,,1
2086,丹阳市得乐文具用品有限公司,得乐文具,丹阳市,镇江市丹阳市中山路得力配送中心,44,宁波得力,109999,91321181MA1WYN4P6M,ing,江苏省,MTYxNzc2MTE0MDU1Nw==,,镇江市,0291321181MA1WYN4P6M,601,91321181MA1WYN4P6M,ABC,109999,320000,江苏,江苏省,,1
2087,镇江新区奇点托管服务有限公司,奇点教育,京口区,镇江市京口区丁卯优盛广场,44,宁波得力,109999,91321191MA23EKDB73,ing,江苏省,MTYxNzc2MTE1MTA1Mg==,,镇江市,0291321191MA23EKDB73,601,91321191MA23EKDB73,ABC,109999,320000,江苏,江苏省,,1
2791,盐城市大丰区诺诺贸易有限公司,盐城市大丰区诺诺贸易有限公司,大丰区,大丰区疏港路177号富民批发市场7-2-123,44,宁波得力,109999,91320982MA1X993A3N,soldOut,江苏省,MTYxODQ3Mjc4OTkxMA==,,盐城市,0291320982MA1X993A3N,401,91320982MA1X993A3N,ABC,109999,320000,江苏,江苏省,,1
2792,乐鑫洋,乐鑫洋,栖霞区,栖霞区合班村375号,44,宁波得力,109999,91320113302358075D,ing,江苏省,MTYxODQ3Mjc5OTk2OQ==,,南京市,0291320113302358075D,401,91320113302358075D,ABC,109999,320000,江苏,江苏省,,1
2793,新智书店,新智书店,浦口区,浦口区汤泉街道,44,宁波得力,109999,92320111MA1QW5KH73,ing,江苏省,MTYxODQ3MjgxMDAyMA==,,南京市,0292320111MA1QW5KH73,401,92320111MA1QW5KH73,ABC,109999,320000,江苏,江苏省,,1
2794,江浦曼物文创,江浦曼物文创,浦口区,浦口区江浦新华书店3楼,44,宁波得力,109999,92320111MA24J8MW16,ing,江苏省,MTYxODQ3MjgyMDA3OQ==,,南京市,0292320111MA24J8MW16,401,92320111MA24J8MW16,ABC,109999,320000,江苏,江苏省,,1
2795,弘明文体,弘明文体,浦口区,浦口区澳林广场二楼,44,宁波得力,109999,92320191MA1QPWQ01T,ing,江苏省,MTYxODQ3MjgzMDE0MQ==,,南京市,0292320191MA1QPWQ01T,401,92320191MA1QPWQ01T,ABC,109999,320000,江苏,江苏省,,1
2796,玲越贸易,玲越贸易,浦口区,江北新区文景路99号5号楼109,44,宁波得力,109999,91320191MA23EDWQ1B,ing,江苏省,MTYxODQ3Mjg0MDE5OA==,,南京市,0291320191MA23EDWQ1B,401,91320191MA23EDWQ1B,ABC,109999,320000,江苏,江苏省,,1
2797,美奇百货,美奇百货,浦口区,浦口区浦珠北路59号大华锦绣,44,宁波得力,109999,92320111MA1Q0PX43F,ing,江苏省,MTYxODQ3Mjg1MDI1MQ==,,南京市,0292320111MA1Q0PX43F,401,92320111MA1Q0PX43F,ABC,109999,320000,江苏,江苏省,,1
2798,金尧路晨光,金尧路晨光,栖霞区,南京栖霞区尧化街道东城世家,44,宁波得力,109999,92320113MA1QTME85C,ing,江苏省,MTYxODQ3Mjg2MDMwNA==,,南京市,0292320113MA1QTME85C,401,92320113MA1QTME85C,ABC,109999,320000,江苏,江苏省,,1
2799,晨光文具龙锦店,晨光文具龙锦店,天宁区,青龙街道阳光龙庭,44,宁波得力,109999,92320402MA15LJAU50,ing,江苏省,MTYxODQ3Mjg3MDM2NQ==,,常州市,0292320402MA15LJAU50,401,92320402MA15LJAU50,ABC,109999,320000,江苏,江苏省,,1
2800,梓钦办公,梓钦办公,新北区,新北河海街道国宾花园,44,宁波得力,109999,92320411MA1NHRXB6C,ing,江苏省,MTYxODQ3Mjg4MDQyMg==,,常州市,0292320411MA1NHRXB6C,401,92320411MA1NHRXB6C,ABC,109999,320000,江苏,江苏省,,1
2801,得力文具工厂店,得力文具工厂店,新北区,新北区龙虎塘街道盘龙苑,44,宁波得力,109999,92320411MA23024E96,ing,江苏省,MTYxODQ3Mjg5MDQ4MQ==,,常州市,0292320411MA23024E96,401,92320411MA23024E96,ABC,109999,320000,江苏,江苏省,,1
2802,新宁百货,新宁百货,栖霞区,南京市栖霞区和燕路251-C,44,宁波得力,109999,92320113MA1QNFJ26M,ing,江苏省,MTYxODQ3MjkwMDUzNw==,,南京市,0292320113MA1QNFJ26M,401,92320113MA1QNFJ26M,ABC,109999,320000,江苏,江苏省,,1
2803,百冠文化,百冠文化,鼓楼区,南京市鼓楼区江苏路60-7号,44,宁波得力,109999,9.13201E+17,soldOut,江苏省,MTYxODQ3MjkxMDU5NQ==,,南京市,2.9132E+18,401,9.13201E+17,ABC,109999,320000,江苏,江苏省,,1
2804,宝华中学得力,宝华中学得力,句容市,句容市宝华镇仙林东路88号,44,宁波得力,109999,92321183MA1YL6FH5Q,ing,江苏省,MTYxODQ3MjkyMDY2Mg==,,镇江市,0292321183MA1YL6FH5Q,401,92321183MA1YL6FH5Q,ABC,109999,320000,江苏,江苏省,,1
2805,大定坊晨光,大定坊晨光,雨花台区,南京市雨花台区铁心桥定坊和苑福园路11-2号,44,宁波得力,109999,92320114MA1YN68L46,ing,江苏省,MTYxODQ3MjkzMDcxNQ==,,南京市,0292320114MA1YN68L46,401,92320114MA1YN68L46,ABC,109999,320000,江苏,江苏省,,1
2806,德馨宇,德馨宇,浦口区,南京市浦口区润泰花园三期浦洲路55号1-1,44,宁波得力,109999,92320191MA234WB7XU,ing,江苏省,MTYxODQ3Mjk0MDc3Mw==,,南京市,0292320191MA234WB7XU,401,92320191MA234WB7XU,ABC,109999,320000,江苏,江苏省,,1
2807,聚宝山庄得力,聚宝山庄得力,玄武区,南京市玄武区玄武大道88号阳哥聚宝山庄,44,宁波得力,109999,92320102MA1NXC4C6X,ing,江苏省,MTYxODQ3Mjk1MDgzMA==,,南京市,0292320102MA1NXC4C6X,401,92320102MA1NXC4C6X,ABC,109999,320000,江苏,江苏省,,1
2808,拉萨路得力,拉萨路得力,栖霞区,南京市栖霞区中电颐和家园06幢11室,44,宁波得力,109999,92320113MA1YRG7F8Q,ing,江苏省,MTYxODQ3Mjk2MDg4OQ==,,南京市,0292320113MA1YRG7F8Q,401,92320113MA1YRG7F8Q,ABC,109999,320000,江苏,江苏省,,1
2809,南湾营得力,南湾营得力,栖霞区,南京市栖霞区学康路南湾营小学南门,44,宁波得力,109999,92320113MA1QTMMY97,ing,江苏省,MTYxODQ3Mjk3MDk1MA==,,南京市,0292320113MA1QTMMY97,401,92320113MA1QTMMY97,ABC,109999,320000,江苏,江苏省,,1
2810,鑫若佳,鑫若佳,雨花台区,南京市雨花台铁心桥韩府茗苑34号门店,44,宁波得力,109999,92320114MA20AGMM9,ing,江苏省,MTYxODQ3Mjk4MTAwOA==,,南京市,0292320114MA20AGMM9,401,92320114MA20AGMM9,ABC,109999,320000,江苏,江苏省,,1
2811,盛开文具,盛开文具,宜兴市,宜兴市宜城街道建设新村9栋102,44,宁波得力,109999,92320282MA1R5B8W3K,ing,江苏省,MTYxODQ3Mjk5MTA3NQ==,,无锡市,0292320282MA1R5B8W3K,401,92320282MA1R5B8W3K,ABC,109999,320000,江苏,江苏省,,1
2812,昊海得力办公,昊海得力办公,宜兴市,宜兴市常红南路64号,44,宁波得力,109999,91320214MA21MDX07G,ing,江苏省,MTYxODQ3MzAwMTEzMw==,,无锡市,0291320214MA21MDX07G,401,91320214MA21MDX07G,ABC,109999,320000,江苏,江苏省,,1
2813,得力办公（鸿泽权店）,得力办公（鸿泽权店）,惠山区,无锡市惠山区惠山大道9号赛格电子市场2A021,44,宁波得力,109999,91320204339221953H,ing,江苏省,MTYxODQ3MzAxMTE4OQ==,,无锡市,0291320204339221953H,401,91320204339221953H,ABC,109999,320000,江苏,江苏省,,1
2814,得力办公（必要,得力办公（必要,惠山区,无锡市惠山区钱桥五洲国际小商品市场三楼A3063-A3070,44,宁波得力,109999,91320202MA1MH4DPXJ,ing,江苏省,MTYxODQ3MzAyMTI0NA==,,无锡市,0291320202MA1MH4DPXJ,401,91320202MA1MH4DPXJ,ABC,109999,320000,江苏,江苏省,,1
2815,童乐童趣,童乐童趣,锡山区,无锡新区锡达路工业园566号2楼,44,宁波得力,109999,91320214323626075D,ing,江苏省,MTYxODQ3MzAzMTMwMQ==,,无锡市,0291320214323626075D,401,91320214323626075D,ABC,109999,320000,江苏,江苏省,,1
2816,奉天,奉天,新吴区,无锡招商城D3-003号,44,宁波得力,109999,3.20201E+21,ing,江苏省,MTYxODQ3MzA0MTM1NA==,,无锡市,2.3202E+22,401,3.20201E+21,ABC,109999,320000,江苏,江苏省,,1
2817,小惠文具,小惠文具,江阴市,江阴食品城,44,宁波得力,109999,91320281MA1NAJCP7P,ing,江苏省,MTYxODQ3MzA1MTQwNA==,,无锡市,0291320281MA1NAJCP7P,401,91320281MA1NAJCP7P,ABC,109999,320000,江苏,江苏省,,1
2818,文创文具,文创文具,梁溪区,无锡市招商城D楼二层,44,宁波得力,109999,91320214791955152Y,ing,江苏省,MTYxODQ3MzA2MTQ2Mg==,,无锡市,0291320214791955152Y,401,91320214791955152Y,ABC,109999,320000,江苏,江苏省,,1
2819,远恒,远恒,新吴区,无锡招商城C1-515、516号,44,宁波得力,109999,91320214683506261P,ing,江苏省,MTYxODQ3MzA3MTUyMQ==,,无锡市,0291320214683506261P,401,91320214683506261P,ABC,109999,320000,江苏,江苏省,,1
2820,弘佳办公,弘佳办公,江阴市,江阴君山路10-2,44,宁波得力,109999,91320281301917509N,ing,江苏省,MTYxODQ3MzA4MTU3OA==,,无锡市,0291320281301917509N,401,91320281301917509N,ABC,109999,320000,江苏,江苏省,,1
2821,艺威文化,艺威文化,江阴市,江阴顾山得力文具,44,宁波得力,109999,91320281MA1W43BF0Q,ing,江苏省,MTYxODQ3MzA5MTY1Mw==,,无锡市,0291320281MA1W43BF0Q,401,91320281MA1W43BF0Q,ABC,109999,320000,江苏,江苏省,,1
2822,文笔轩,文笔轩,梁溪区,无锡市华东商贸城一楼,44,宁波得力,109999,9.13202E+17,ing,江苏省,MTYxODQ3MzEwMTcyMw==,,无锡市,2.9132E+18,401,9.13202E+17,ABC,109999,320000,江苏,江苏省,,1
2823,英力特,英力特,新吴区,无锡招商城D楼一层601-615号,44,宁波得力,109999,91320214094068021C,soldOut,江苏省,MTYxODQ3MzExMTc4NA==,,无锡市,0291320214094068021C,401,91320214094068021C,ABC,109999,320000,江苏,江苏省,,1
2824,南通皋财办公用品商贸有限公司,南通皋财办公用品商贸有限公司,如皋市,江苏省南通如皋市如城街道益寿路359号,44,宁波得力,109999,91320682MA1N121A9U,ing,江苏省,MTYxODQ3MzEyMTg0NQ==,,南通市,0291320682MA1N121A9U,601,91320682MA1N121A9U,ABC,109999,320000,江苏,江苏省,,1
2825,诚道办公,诚道办公,如皋市,九华镇九华居委会经6路,44,宁波得力,109999,92320682MA21XF061W,ing,江苏省,MTYxODQ3MzEzMTg5Mw==,,南通市,0292320682MA21XF061W,401,92320682MA21XF061W,ABC,109999,320000,江苏,江苏省,,1
2826,易事达,易事达,海安市,海安镇长江中路59号,44,宁波得力,109999,91320621758985800E,soldOut,江苏省,MTYxODQ3MzE0MTk1Mg==,,南通市,0291320621758985800E,401,91320621758985800E,ABC,109999,320000,江苏,江苏省,,1
2864,绿骥,绿骥,,武进区雪新街89号,44,宁波得力,109999,91320412MA1WNK809F,ing,江苏省,MTYxODQ3MzUyNDE0NA==,,无锡市,0291320412MA1WNK809F,401,91320412MA1WNK809F,ABC,109999,320000,江苏,江苏省,,1
2865,明创文体得力文具,明创文体得力文具,海安市,资丰市场东区二排13号,44,宁波得力,109999,91320682MA1YD4XT9B,ing,江苏省,MTYxODQ3MzUzNDIwMQ==,,南通市,0291320682MA1YD4XT9B,401,91320682MA1YD4XT9B,ABC,109999,320000,江苏,江苏省,,1
2875,宝应县信之诺办公用品有限公司,宝应县信之诺办公用品有限公司,宝应县,宝应县金桥生活广场1378号,44,宁波得力,109999,91321023MA1TAF5A40,ing,江苏省,MTYxODQ3MzYzNDc5NQ==,,扬州市,0291321023MA1TAF5A40,601,91321023MA1TAF5A40,ABC,109999,320000,江苏,江苏省,,1
2876,盱眙林艺书店,盱眙林艺书店,盱眙县,盱眙新马高级中学,44,宁波得力,109999,9232080MA26XY163W,ing,江苏省,MTYxODQ3MzY0NDg1Mw==,,淮安市,029232080MA26XY163W,401,9232080MA26XY163W,ABC,109999,320000,江苏,江苏省,,1
